Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Defining AVD Requirements and Assessment","Design and Deploy Microsoft Azure Virtual Desktop","","","","10.1007/978-1-4842-7796-6_3","Puthiyavan Udayakumar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7796-6_3","Chapter"
"A telediagnosis assistance system for multiple-lead electrocardiography","Physical and Engineering Sciences in Medicine","","44","2","10.1007/s13246-021-00996-2","Paulo César Lucena BentesJurandir Nadal","2021","http://link.springer.com/article/10.1007/s13246-021-00996-2","Article"
"INTER-Framework: An Interoperability Framework to Support IoT Platform Interoperability","Interoperability of Heterogeneous IoT Platforms","","","","10.1007/978-3-030-82446-4_6","Clara I. ValeroAndreu BelsaAlejandro Fornes-LealFernando BoronatMiguel A. LlorenteMiguel Montesinos","2021","http://link.springer.com/chapter/10.1007/978-3-030-82446-4_6","Chapter"
"Quantum service-oriented computing: current landscape and challenges","Software Quality Journal","","","","10.1007/s11219-022-09589-y","Enrique MoguelJavier RojoDavid ValenciaJavier BerrocalJose Garcia-AlonsoJuan M. Murillo","2022","http://link.springer.com/article/10.1007/s11219-022-09589-y","Article"
"Towards Cognitive Ports of the Future","Technologies and Applications for Big Data Value","","","","10.1007/978-3-030-78307-5_20","Santiago CáceresFrancisco ValverdeCarlos E. PalauAndreu Belsa PellicerChristos A. GizelisDimosthenes KrassasHanane BechaRéda KhouaniAndreas MetzgerNikos TzagkarakisAnthousa KarkoglouAnastasios NikolakopoulosAchilleas MarinakisVrettos MoulosAntonios LitkeAmir Shayan Ahmadian","2022","http://link.springer.com/chapter/10.1007/978-3-030-78307-5_20","Chapter"
"A Reference Architecture for Management of Security Operations in Digital Service Chains","Cybersecurity of Digital Service Chains","","","","10.1007/978-3-031-04036-8_1","Alessandro CarregaGiovanni GriecoDomenico StriccoliManos PapoutsakisTomas LimaJosé Ignacio CarreteroMatteo Repetto","2022","http://link.springer.com/chapter/10.1007/978-3-031-04036-8_1","Chapter"
"Technology Perspective","Handbook Digital Farming","","","","10.1007/978-3-662-64378-5_3","Thomas HerlitziusPatrick NoackJan SpäthRoland BarthSjaak WolfertAnsgar BernardiRalph TraphönerDaniel MartiniMartin KunischMatthias TrappRoland KubiakDjamal GuernicheDaniel Eberz-EderJulius WeimperKatrin Jakob","2022","http://link.springer.com/chapter/10.1007/978-3-662-64378-5_3","Chapter"
"Distributed interface bits: dynamic dialogue composition from ambient computing resources","Personal and Ubiquitous Computing","","9","3","10.1007/s00779-004-0327-2","Anthony SavidisConstantine Stephanidis","2005","http://link.springer.com/article/10.1007/s00779-004-0327-2","Article"
"Big Data Technologies","Handbook of e-Tourism","","","","10.1007/978-3-030-05324-6_23-1","Constantine J. Aivalis","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-030-05324-6_23-1","ReferenceWorkEntry"
"Big Data Technologies","Handbook of e-Tourism","","","","10.1007/978-3-030-48652-5_23","Constantine J. Aivalis","2022","http://link.springer.com/referenceworkentry/10.1007/978-3-030-48652-5_23","ReferenceWorkEntry"
"Reference Model Guided Engineering","Towards Interoperable Research Infrastructures for Environmental and Earth Sciences","","","","10.1007/978-3-030-52829-4_5","Zhiming ZhaoKeith Jeffery","2020","http://link.springer.com/chapter/10.1007/978-3-030-52829-4_5","Chapter"
"Cloud Native Services","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_2","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_2","Chapter"
"DAR: Institutional Repository Integration in Action","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-642-24469-8_36","Youssef MikhailNoha AdlyMagdy Nagi","2011","http://link.springer.com/chapter/10.1007/978-3-642-24469-8_36","Chapter"
"Software system comparison with semantic source code embeddings","Empirical Software Engineering","","27","3","10.1007/s10664-022-10122-9","Sašo KarakatičAleksej MiloševičTjaša Heričko","2022","http://link.springer.com/article/10.1007/s10664-022-10122-9","Article"
"Cost and Energy Efficient Indoor and Outdoor Localization of Rail Cars in a Confined Maintenance Site","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-319-69835-9_67","Frédéric MelaertsSiegfried MercelisMarc CeulemansPeter Hellinckx","2018","http://link.springer.com/chapter/10.1007/978-3-319-69835-9_67","Chapter"
"An Architectural Approach Towards the Future Internet of Things","Architecting the Internet of Things","","","","10.1007/978-3-642-19157-2_1","Dieter UckelmannMark HarrisonFlorian Michahelles","2011","http://link.springer.com/chapter/10.1007/978-3-642-19157-2_1","Chapter"
"Overcoming the Innovator’s Dilemma in Disruptive Process Innovation Through Subject Orientation","Human-Computer Interaction. User Interface Design, Development and Multimodality","","","","10.1007/978-3-319-58071-5_12","Albert FleischmannWerner SchmidtChristian Stary","2017","http://link.springer.com/chapter/10.1007/978-3-319-58071-5_12","Chapter"
"Recommendation of Microservices Patterns Through Automatic Information Retrieval Using Problems Specified in Natural Language","Computational Science and Its Applications – ICCSA 2022 Workshops","","","","10.1007/978-3-031-10548-7_36","Álex dos Santos MouraMário Alan de Oliveira LimaFabio Gomes RochaMichel S. Soares","2022","http://link.springer.com/chapter/10.1007/978-3-031-10548-7_36","Chapter"
"Cycling Analytics for Urban Environments: From Vertical Models to Horizontal Innovation","Intelligent Transport Systems","","","","10.1007/978-3-030-97603-3_10","Carlos CarvalhoRicardo PessoaRui José","2022","http://link.springer.com/chapter/10.1007/978-3-030-97603-3_10","Chapter"
"Metrics-Based Auto Scaling Module for Amazon Web Services Cloud Platform","Beyond Databases, Architectures and Structures. Towards Efficient Solutions for Data Analysis and Knowledge Representation","","","","10.1007/978-3-319-58274-0_4","Dariusz Rafal AugustynLukasz Warchal","2017","http://link.springer.com/chapter/10.1007/978-3-319-58274-0_4","Chapter"
"MEC in Virtualized Environments","Multi-access Edge Computing: Software Development at the Network Edge","","","","10.1007/978-3-030-79618-1_6","Dario Sabella","2021","http://link.springer.com/chapter/10.1007/978-3-030-79618-1_6","Chapter"
"Finding Performance Patterns from Logs with High Confidence","Web Services – ICWS 2020","","","","10.1007/978-3-030-59618-7_11","Joshua KimballRodrigo Alves LimaCalton Pu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59618-7_11","Chapter"
"An agile and effective network function virtualization infrastructure for the Internet of Things","Journal of Internet Services and Applications","","10","1","10.1186/s13174-019-0106-y","Diogo Menezes Ferrazani MattosPedro Braconnot VellosoOtto Carlos Muniz Bandeira Duarte","2019","http://link.springer.com/article/10.1186/s13174-019-0106-y","Article"
"IT Support for Knowledge Processes in Digital Social Collaboration","Knowledge Management in Digital Change","","","","10.1007/978-3-319-73546-7_7","René Peinl","2018","http://link.springer.com/chapter/10.1007/978-3-319-73546-7_7","Chapter"
"Towards the Cloud Solutions in Aspects of Distributed Business Services","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-319-97163-6_10","Aneta Poniszewska-MarandaBartosz IgnaczewskiErich Markl","2018","http://link.springer.com/chapter/10.1007/978-3-319-97163-6_10","Chapter"
"Automating Production Environments for Quality","DevSecOps for .NET Core","","","","10.1007/978-1-4842-5850-7_6","Afzaal Ahmad Zeeshan","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5850-7_6","Chapter"
"A Scalable Hierarchically Distributed Architecture for Next-Generation Applications","Journal of Network and Systems Management","","30","1","10.1007/s10922-021-09618-4","Hemanth Kumar RavuriMaria Torres VegaJeroen van der HooftTim WautersFilip De Turck","2021","http://link.springer.com/article/10.1007/s10922-021-09618-4","Article"
"Quality in Use Evaluation of a GraphQL Implementation","Emerging Research in Intelligent Systems","","","","10.1007/978-3-030-96043-8_2","Antonio Quiña-MeraPablo Fernández-MontesJosé María GarcíaEdwin BastidasAntonio Ruiz-Cortés","2022","http://link.springer.com/chapter/10.1007/978-3-030-96043-8_2","Chapter"
"Agnostic Informatics System of Systems: The Open ISoS Services Framework","Collaboration in a Data-Rich World","","","","10.1007/978-3-319-65151-4_37","A. Luis OsórioAdam BelloumHamideh AfsarmaneshLuis M. Camarinha-Matos","2017","http://link.springer.com/chapter/10.1007/978-3-319-65151-4_37","Chapter"
"$$\mathbb {ECHO}$$
                : An Adaptive Orchestration Platform for Hybrid Dataflows across Cloud and Edge","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_28","Pushkara RavindraAakash KhochareSiva Prakash ReddySarthak SharmaPrateeksha VarshneyYogesh Simmhan","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_28","Chapter"
"Blockchain-Enabled Decentralized Network Management in 6G","AI and Blockchain Technology in 6G Wireless Network","","","","10.1007/978-981-19-2868-0_3","Steven A. Wright","2022","http://link.springer.com/chapter/10.1007/978-981-19-2868-0_3","Chapter"
"Implementation of a DevOps Pipeline for Serverless Applications","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-03673-7_4","Vitalii IvanovKari Smolander","2018","http://link.springer.com/chapter/10.1007/978-3-030-03673-7_4","Chapter"
"A QoS-Aware Resource Allocation Controller for Function as a Service (FaaS) Platform","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_17","MohammadReza HoseinyFarahabadyYoung Choon LeeAlbert Y. ZomayaZahir Tari","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_17","Chapter"
"An Architectural Perspective of Learning Analytics","Machine Learning Paradigms","","","","10.1007/978-3-030-13743-4_7","Arvind W. KiwelekarManjushree D. LaddhaLaxman D. NetakSanil Gandhi","2020","http://link.springer.com/chapter/10.1007/978-3-030-13743-4_7","Chapter"
"Implementing Energy Service Automation Using Cloud Technologies and Public Communications Networks","Sustainable Cloud and Energy Services","","","","10.1007/978-3-319-62238-5_3","Claudia Battistelli Ph.D.Padraic McKeever M.ScStephan Gross M.ScFerdinanda Ponci Ph.D.Antonello Monti Ph.D.","2018","http://link.springer.com/chapter/10.1007/978-3-319-62238-5_3","Chapter"
"Reflections from a Hybrid Approach Used to Develop a Specification of a Shopfloor Platform for Smart Manufacturing in an Engineered-to-Order SME","Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","","","","10.1007/978-3-030-85910-7_73","Yann KeiserShaun WestSimon Züst","2021","http://link.springer.com/chapter/10.1007/978-3-030-85910-7_73","Chapter"
"CoK: A Survey of Privacy Challenges in Relation to Data Meshes","Database and Expert Systems Applications","","","","10.1007/978-3-031-12423-5_7","Nikolai J. PodlesnyAnne V. D. M. KayemChristoph Meinel","2022","http://link.springer.com/chapter/10.1007/978-3-031-12423-5_7","Chapter"
"Evolution of MANO Towards the Cloud-Native Paradigm for the Edge Computing","Advanced Computing and Intelligent Technologies","","","","10.1007/978-981-19-2980-9_1","Alejandro Fornés-LealIgnacio LacalleRafael VañoCarlos E. PalauFernando BoronatMaria GanzhaMarcin Paprzycki","2022","http://link.springer.com/chapter/10.1007/978-981-19-2980-9_1","Chapter"
"Towards a Quality-of-Thing based approach for assigning things to federations","Cluster Computing","","23","3","10.1007/s10586-020-03047-9","Zakaria MaamarMuhammad AsimKhouloud BoukadiThar BakerSaad SaeedIkbel GuidaraFadwa YahyaEmir UgljaninDjamal Benslimane","2020","http://link.springer.com/article/10.1007/s10586-020-03047-9","Article"
"Geospatial Information Infrastructures","Manual of Digital Earth","","","","10.1007/978-981-32-9915-3_5","Sven SchadeCarlos GranellGlenn VancauwenbergheCarsten KeßlerDanny VandenbrouckeIan MasserMichael Gould","2020","http://link.springer.com/chapter/10.1007/978-981-32-9915-3_5","Chapter"
"Semantic Interoperability for Logistics and Beyond","Dynamics in Logistics","","","","10.1007/978-3-030-88662-2_6","Marco FrankeKarl HribernikKlaus-Dieter Thoben","2021","http://link.springer.com/chapter/10.1007/978-3-030-88662-2_6","Chapter"
"Autonomous Economic Agent Framework","Engineering Multi-Agent Systems","","","","10.1007/978-3-030-97457-2_14","David MinarschMarco FavoritoSeyed Ali HosseiniYuri TurchenkovJonathan Ward","2022","http://link.springer.com/chapter/10.1007/978-3-030-97457-2_14","Chapter"
"Taxonomy of Security Attacks on Internet of Things","Security and Privacy in Cyberspace","","","","10.1007/978-981-19-1960-2_1","Akashdeep BhardwajKeshav KaushikManoj Kumar","2022","http://link.springer.com/chapter/10.1007/978-981-19-1960-2_1","Chapter"
"New Ambient Assisted Living Technology: A Narrative Review","Intelligent Technologies for Internet of Vehicles","","","","10.1007/978-3-030-76493-7_16","Costas S. ConstantinouTirsan GurungHosna MotamedianConstandinos MavromoustakisGeorge Mastorakis","2021","http://link.springer.com/chapter/10.1007/978-3-030-76493-7_16","Chapter"
"Der Quellcode","Software Due Diligence","","","","10.1007/978-3-662-53062-7_7","Dipl.-Ing. Christian Demant","2018","http://link.springer.com/chapter/10.1007/978-3-662-53062-7_7","Chapter"
"Der Weg in die Cloud","Der Weg in die Cloud","","","","10.1007/978-3-658-29101-3_4","Dominic LindnerPaul NieblerMarkus Wenzel","2020","http://link.springer.com/chapter/10.1007/978-3-658-29101-3_4","Chapter"
"Predictive Management of Fog Applications","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-63161-1_11","Stefano Forti","2020","http://link.springer.com/chapter/10.1007/978-3-030-63161-1_11","Chapter"
"Measuring the Business Value of Cloud Computing: Emerging Paradigms and Future Directions for Research","Measuring the Business Value of Cloud Computing","","","","10.1007/978-3-030-43198-3_7","Theo LynnPierangelo RosatiGrace Fox","2020","http://link.springer.com/chapter/10.1007/978-3-030-43198-3_7","Chapter"
"Cloud Video Guidance as “Deus ex Machina” for the Visually Impaired","Technological Trends in Improved Mobility of the Visually Impaired","","","","10.1007/978-3-030-16450-8_6","Thanasis LoukopoulosMaria KoziriNatalia PanagouPanos K. PapadopoulosDimitris K. Iakovidis","2020","http://link.springer.com/chapter/10.1007/978-3-030-16450-8_6","Chapter"
"Engineering Self-adaptive Systems: From Experiences with MUSA to a General Design Process","Engineering Multi-Agent Systems","","","","10.1007/978-3-030-25693-7_6","Massimo CossentinoLuca SabatucciValeria Seidita","2019","http://link.springer.com/chapter/10.1007/978-3-030-25693-7_6","Chapter"
"Dynamic Shift from Cloud Computing to Industry 4.0: Eco-Friendly Choice or Climate Change Threat","IoT-based Intelligent Modelling for Environmental and Ecological Engineering","","","","10.1007/978-3-030-71172-6_12","Manmeet SinghShreshth TuliRachel Jane ButcherRupinder KaurSukhpal Singh Gill","2021","http://link.springer.com/chapter/10.1007/978-3-030-71172-6_12","Chapter"
